lon,lat,probability
0,-90,7
0,-88,10
0,-87,12
0,-86,13
0,-85,13
0,-84,13
0,-83,13
0,-82,12
0,-81,12
0,-80,11
0,-79,10
0,-78,9
0,-77,8
0,-76,7
0,-75,6
0,-74,5
0,-73,5
0,-72,4
0,-71,4
0,-70,3
0,-69,3
0,-68,2
0,-67,2
0,-66,1
0,-65,1
0,-64,1
0,-63,1
0,-62,1
0,-2,1
0,-1,2
0,0,5
0,57,1
0,58,2
0,59,2
0,60,3
0,61,4
0,62,6
0,63,8
0,64,10
0,65,13
0,66,17
0,67,20
0,68,23
0,69,24
0,70,24
0,71,23
0,72,20
0,73,16
0,74,12
0,75,9
0,76,6
0,77,3
0,78,2
0,79,1
1,-90,7
1,-88,10
1,-87,12
1,-86,13
1,-85,13
1,-84,13
1,-83,13
1,-82,13
1,-81,12
1,-80,11
1,-79,10
1,-78,9
1,-77,8
1,-76,7
1,-75,6
1,-74,6
1,-73,5
1,-72,4
1,-71,4
1,-70,3
1,-69,3
1,-68,2
1,-67,2
1,-66,2
1,-65,1
1,-64,1
1,-63,1
1,-62,1
1,-2,1
1,-1,2
1,0,5
1,57,1
1,58,2
1,59,2
1,60,3
1,61,4
1,62,6
1,63,8
1,64,10
1,65,13
1,66,17
1,67,20
1,68,23
1,69,24
1,70,25
1,71,23
1,72,20
1,73,16
1,74,13
1,75,9
1,76,6
1,77,4
1,78,2
1,79,1
1,80,1
2,-90,7
2,-88,10
2,-87,12
2,-86,13
2,-85,13
2,-84,13
2,-83,13
2,-82,13
2,-81,12
2,-80,11
2,-79,10
2,-78,10
2,-77,9
2,-76,8
2,-75,7
2,-74,6
2,-73,5
2,-72,5
2,-71,4
2,-70,3
2,-69,3
2,-68,2
2,-67,2
2,-66,2
2,-65,1
2,-64,1
2,-63,1
2,-62,1
2,-2,1
2,-1,2
2,0,5
2,57,1
2,58,2
2,59,2
2,60,3
2,61,4
2,62,6
2,63,8
2,64,10
2,65,13
2,66,17
2,67,20
2,68,23
2,69,25
2,70,25
2,71,23
2,72,21
2,73,17
2,74,13
2,75,9
2,76,6
2,77,4
2,78,2
2,79,1
2,80,1
3,-90,7
3,-88,10
3,-87,12
3,-86,13
3,-85,13
3,-84,14
3,-83,13
3,-82,13
3,-81,13
3,-80,12
3,-79,11
3,-78,10
3,-77,9
3,-76,8
3,-75,7
3,-74,6
3,-73,5
3,-72,5
3,-71,4
3,-70,4
3,-69,3
3,-68,3
3,-67,2
3,-66,2
