lon,lat,probability
0,-90,3
0,-88,5
0,-87,6
0,-86,7
0,-85,8
0,-84,9
0,-83,10
0,-82,10
0,-81,10
0,-80,10
0,-79,9
0,-78,8
0,-77,7
0,-76,6
0,-75,5
0,-74,4
0,-73,4
0,-72,3
0,-71,2
0,-70,2
0,-69,1
0,-68,1
0,-67,1
0,-66,1
0,-65,1
0,-1,1
0,0,2
0,65,1
0,66,1
0,67,1
0,68,2
0,69,2
0,70,3
0,71,4
0,72,5
0,73,6
0,74,7
0,75,7
0,76,7
0,77,6
0,78,5
0,79,3
0,80,2
0,81,1
0,82,1
1,-90,3
1,-88,5
1,-87,6
1,-86,7
1,-85,8
1,-84,9
1,-83,10
1,-82,10
1,-81,10
1,-80,10
1,-79,9
1,-78,8
1,-77,7
1,-76,6
1,-75,5
1,-74,5
1,-73,4
1,-72,3
1,-71,2
1,-70,2
1,-69,1
1,-68,1
1,-67,1
1,-66,1
1,-65,1
1,-1,1
1,0,2
1,66,1
1,67,1
1,68,1
1,69,2
1,70,3
1,71,4
1,72,5
1,73,6
1,74,7
1,75,7
1,76,7
1,77,6
1,78,5
1,79,3
1,80,2
1,81,2
1,82,1
1,83,1
2,-90,3
2,-88,5
2,-87,6
2,-86,7
2,-85,8
2,-84,9
2,-83,10
2,-82,10
2,-81,10
2,-80,10
2,-79,9
2,-78,8
2,-77,8
2,-76,7
2,-75,6
2,-74,5
2,-73,4
2,-72,3
2,-71,2
2,-70,2
2,-69,2
2,-68,1
2,-67,1
2,-66,1
2,-65,1
2,-1,1
2,0,2
2,66,1
2,67,1
2,68,1
2,69,2
2,70,3
2,71,4
2,72,5
2,73,6
2,74,7
2,75,7
2,76,7
2,77,6
2,78,5
2,79,4
2,80,2
2,81,2
2,82,1
2,83,1
3,-90,3
3,-88,5
3,-87,6
3,-86,7
3,-85,8
3,-84,9
3,-83,10
3,-82,10
3,-81,10
3,-80,10
3,-79,9
3,-78,8
3,-77,8
3,-76,7
3,-75,6
3,-74,5
3,-73,4
3,-72,3
3,-71,2
3,-70,2
3,-69,2
3,-68,1
