lon,lat,probability
0,-90,5
0,-88,7
0,-87,10
0,-86,12
0,-85,14
0,-84,16
0,-83,19
0,-82,21
0,-81,23
0,-80,24
0,-79,25
0,-78,26
0,-77,26
0,-76,26
0,-75,26
0,-74,25
0,-73,23
0,-72,22
0,-71,20
0,-70,17
0,-69,15
0,-68,13
0,-67,11
0,-66,9
0,-65,8
0,-64,6
0,-63,5
0,-62,4
0,-61,3
0,-60,2
0,-59,1
0,-58,1
0,-57,1
0,-56,1
0,-1,1
0,0,3
0,56,1
0,57,2
0,58,3
0,59,5
0,60,8
0,61,11
0,62,14
0,63,18
0,64,21
0,65,23
0,66,25
0,67,25
0,68,25
0,69,23
0,70,21
0,71,18
0,72,15
0,73,12
0,74,9
0,75,6
0,76,4
0,77,3
0,78,2
0,79,1
0,80,1
1,-90,5
1,-88,7
1,-87,10
1,-86,12
1,-85,14
1,-84,16
1,-83,18
1,-82,20
1,-81,22
1,-80,24
1,-79,25
1,-78,26
1,-77,26
1,-76,26
1,-75,26
1,-74,25
1,-73,24
1,-72,22
1,-71,20
1,-70,18
1,-69,16
1,-68,14
1,-67,12
1,-66,10
1,-65,8
1,-64,6
1,-63,5
1,-62,4
1,-61,3
1,-60,2
1,-59,2
1,-58,1
1,-57,1
1,-56,1
1,-1,1
1,0,3
1,56,1
1,57,2
1,58,3
1,59,5
1,60,7
1,61,10
1,62,14
1,63,17
1,64,21
1,65,23
1,66,25
1,67,25
1,68,25
1,69,23
1,70,21
1,71,18
1,72,15
1,73,12
1,74,9
1,75,6
1,76,4
1,77,3
1,78,2
1,79,1
1,80,1
2,-90,5
2,-88,7
2,-87,9
2,-86,12
2,-85,14
2,-84,16
2,-83,18
2,-82,20
2,-81,22
2,-80,24
2,-79,25
2,-78,26
2,-77,26
2,-76,26
2,-75,26
2,-74,25
2,-73,24
2,-72,22
2,-71,21
2,-70,19
2,-69,16
2,-68,14
2,-67,12
2,-66,10
2,-65,8
2,-64,7
2,-63,5
2,-62,4
2,-61,3
2,-60,2
2,-59,2
2,-58,1
2,-57,1
2,-56,1
2,-1,1
2,0,3
2,56,1
2,57,2
2,58,3
2,59,5
2,60,7
2,61,10
2,62,14
2,63,17
2,64,20
2,65,23
2,66,24
