lon,lat,probability
0,-90,7
0,-88,9
0,-87,10
0,-86,11
0,-85,11
0,-84,11
0,-83,10
0,-82,10
0,-81,9
0,-80,8
0,-79,7
0,-78,7
0,-77,6
0,-76,5
0,-75,5
0,-74,4
0,-73,3
0,-72,3
0,-71,2
0,-70,2
0,-69,2
0,-68,1
0,-67,1
0,-66,1
0,-43,1
0,-42,1
0,-41,1
0,-40,1
0,-2,1
0,-1,2
0,0,4
0,59,1
0,60,1
0,61,2
0,62,3
0,63,5
0,64,7
0,65,9
0,66,11
0,67,13
0,68,15
0,69,15
0,70,15
0,71,14
0,72,12
0,73,10
0,74,8
0,75,6
0,76,4
0,77,3
0,78,2
0,79,1
0,80,1
0,81,1
1,-90,7
1,-88,9
1,-87,10
1,-86,11
1,-85,11
1,-84,11
1,-83,10
1,-82,10
1,-81,9
1,-80,8
1,-79,8
1,-78,7
1,-77,6
1,-76,5
1,-75,5
1,-74,4
1,-73,4
1,-72,3
1,-71,2
1,-70,2
1,-69,2
1,-68,1
1,-67,1
1,-66,1
1,-65,1
1,-43,1
1,-42,1
1,-41,1
1,-40,1
1,-2,1
1,-1,2
1,0,4
1,59,1
1,60,1
1,61,2
1,62,3
1,63,5
1,64,7
1,65,9
1,66,11
1,67,13
1,68,15
1,69,15
1,70,15
1,71,14
1,72,12
1,73,10
1,74,8
1,75,6
1,76,4
1,77,3
1,78,2
1,79,1
1,80,1
1,81,1
2,-90,7
2,-88,9
2,-87,10
2,-86,11
2,-85,11
2,-84,11
2,-83,10
2,-82,10
2,-81,9
2,-80,9
2,-79,8
2,-78,7
2,-77,6
2,-76,6
2,-75,5
2,-74,4
2,-73,4
2,-72,3
2,-71,3
2,-70,2
2,-69,2
2,-68,1
2,-67,1
2,-66,1
2,-65,1
2,-42,1
2,-41,1
2,-40,1
2,-2,1
2,-1,2
2,0,4
2,59,1
2,60,1
2,61,2
2,62,3
2,63,5
2,64,7
2,65,9
2,66,11
2,67,13
2,68,15
2,69,16
2,70,15
2,71,14
2,72,12
2,73,10
2,74,8
2,75,6
2,76,4
2,77,3
2,78,2
2,79,1
2,80,1
2,81,1
3,-90,7
3,-88,9
3,-87,10
3,-86,11
3,-85,11
3,-84,11
3,-83,10
3,-82,10
3,-81,9
3,-80,9
3,-79,8
3,-78,7
3,-77,7
3,-76,6
3,-75,5
3,-74,5
3,-73,4
3,-72,3
3,-71,3
