lon,lat,probability
0,-90,6
0,-88,9
0,-87,11
0,-86,14
0,-85,17
0,-84,20
0,-83,22
0,-82,25
0,-81,27
0,-80,28
0,-79,30
0,-78,30
0,-77,31
0,-76,31
0,-75,30
0,-74,29
0,-73,27
0,-72,25
0,-71,23
0,-70,21
0,-69,18
0,-68,16
0,-67,14
0,-66,12
0,-65,10
0,-64,8
0,-63,6
0,-62,5
0,-61,4
0,-60,3
0,-59,2
0,-58,2
0,-57,1
0,-56,1
0,-55,1
0,-1,2
0,0,4
0,55,1
0,56,1
0,57,2
0,58,4
0,59,6
0,60,10
0,61,13
0,62,17
0,63,21
0,64,25
0,65,28
0,66,29
0,67,29
0,68,28
0,69,26
0,70,23
0,71,20
0,72,17
0,73,13
0,74,10
0,75,7
0,76,5
0,77,3
0,78,2
0,79,1
0,80,1
1,-90,6
1,-88,9
1,-87,11
1,-86,14
1,-85,17
1,-84,20
1,-83,22
1,-82,24
1,-81,27
1,-80,28
1,-79,29
1,-78,30
1,-77,31
1,-76,31
1,-75,30
1,-74,29
1,-73,28
1,-72,26
1,-71,24
1,-70,21
1,-69,19
1,-68,17
1,-67,14
1,-66,12
1,-65,10
1,-64,8
1,-63,7
1,-62,5
1,-61,4
1,-60,3
1,-59,2
1,-58,2
1,-57,1
1,-56,1
1,-55,1
1,-54,1
1,-1,2
1,0,4
1,56,1
1,57,2
1,58,4
1,59,6
1,60,9
1,61,13
1,62,17
1,63,21
1,64,25
1,65,27
1,66,29
1,67,29
1,68,28
1,69,26
1,70,23
1,71,20
1,72,17
1,73,13
1,74,10
1,75,7
1,76,5
1,77,3
1,78,2
1,79,1
1,80,1
2,-90,6
2,-88,9
2,-87,11
2,-86,14
2,-85,17
2,-84,19
2,-83,22
2,-82,24
2,-81,26
2,-80,28
2,-79,29
2,-78,30
2,-77,31
2,-76,31
2,-75,30
2,-74,29
2,-73,28
2,-72,26
2,-71,24
2,-70,22
2,-69,20
2,-68,17
2,-67,15
2,-66,13
2,-65,11
2,-64,9
2,-63,7
2,-62,5
2,-61,4
2,-60,3
2,-59,2
2,-58,2
2,-57,1
2,-56,1
2,-55,1
2,-54,1
2,-1,2
2,0,4
2,56,1
2,57,2
2,58,4
2,59,6
2,60,9
2,61,13
2,62,17
2,63,21
2,64,24
2,65,27
2,66,29
2,67,29
2,68,28
2,69,26
2,70,23
2,71,20
2,72,17
2,73,13
2,74,10
2,75,7
2,76,5
2,77,3
2,78,2
2,79,1
2,80,1
3,-90,6
3,-88,8
3,-87,11
3,-86,14
3,-85,16
3,-84,19
3,-83,22
3,-82,24
3,-81,26
3,-80,28
3,-79,29
3,-78,30
3,-77,31
3,-76,31
3,-75,30
3,-74,30
